Location,Order #,Sent Date,Modifier,Option Group Name,Parent Menu Selection,Discount,Net Price,Qty,Void?,Void Reason
Los Gatos,2,4/26/24 12:23 PM,Add Shrimp,,Caesar,0.00,9.00,1.0,false,
Los Gatos,7,4/26/24 1:44 PM,Cut In 4,,Arthur Ave,0.00,0.00,2.0,false,
Los Gatos,7,4/26/24 1:44 PM,Cut In 4,,Caprese Panini,0.00,0.00,2.0,false,
Los Gatos,9,4/26/24 2:53 PM,Extra Pepperoncini,Tonno Salad Options,Tonno Insalate,0.00,3.00,1.0,false,
Los Gatos,10,4/26/24 3:34 PM,Dressing On Side,Insalate Options,Caesar,0.00,0.00,1.0,false,
Los Gatos,15,4/26/24 4:42 PM,Add Shrimp ,Insalate Options,Caesar,0.00,12.00,1.0,false,
Los Gatos,17,4/26/24 5:08 PM,Castelvetrano,,3 Olive Sampler,0.00,0.00,1.0,false,
Los Gatos,17,4/26/24 5:25 PM,Add Chicken,Insalate Options,Gorgonzola Salad,0.00,9.00,1.0,false,
Los Gatos,17,4/26/24 5:25 PM,Lemon On Sids,,Gorgonzola Salad,0.00,0.00,1.0,false,
Los Gatos,17,4/26/24 5:25 PM,Add One Meatball,Pasta Options,Mushroom Ravioli,0.00,7.00,1.0,false,
Los Gatos,17,4/26/24 5:25 PM,Meatball On Side Pls,,Mushroom Ravioli,0.00,0.00,1.0,false,
Los Gatos,18,4/26/24 5:30 PM,Add Red Sauce,Pasta Options,Kids Pasta,0.00,2.00,1.0,false,
Los Gatos,21,4/26/24 5:50 PM,Roma Tomatoes,,DD DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,23,4/26/24 6:11 PM,Make 4,Crostini Mods,Bolzano,0.00,4.00,1.0,false,
Los Gatos,29,4/26/24 6:47 PM,Add Shrimp ,Insalate Options,Gorgonzola Salad,0.00,12.00,1.0,false,
Los Gatos,29,4/26/24 6:47 PM,No Crumbles,,Gorgonzola Salad,0.00,0.00,1.0,false,
Los Gatos,30,4/26/24 7:11 PM,Make 4,Crostini Mods,Renata,0.00,4.00,1.0,false,
Los Gatos,36,4/26/24 7:23 PM,Castelvetrano,,3 Olive Sampler,0.00,0.00,1.0,false,
Los Gatos,35,4/26/24 7:28 PM,Calabresse Please:),,Ricchezza (Picollo),0.00,0.00,1.0,false,
Los Gatos,38,4/26/24 7:50 PM,L Arco Roso,,Open Retail Wine,0.00,0.00,12.0,false,
Los Gatos,41,4/26/24 8:25 PM,Add Chicken,,Caesar,0.00,0.00,1.0,false,
Los Gatos,4,4/27/24 1:04 PM,Add Red Sauce,Pasta Options,Kids Pasta,0.00,2.00,1.0,false,
Los Gatos,4,4/27/24 1:04 PM,Add 5 Shrimp,Pasta Options,Carbonara,0.00,12.00,1.0,false,
Los Gatos,4,4/27/24 1:04 PM,Add 5 Shrimp,Pasta Options,Mushroom Ravioli,0.00,12.00,1.0,false,
Los Gatos,5,4/27/24 1:40 PM,Add Chicken,Insalate Options,Gorgonzola Salad,0.00,18.00,2.0,false,
Los Gatos,7,4/27/24 2:10 PM,Add Salmon,Insalate Options,1/2 Gorgonzola,0.00,28.00,2.0,false,
Los Gatos,8,4/27/24 2:19 PM,Xtra Dressing,,Caesar,0.00,0.00,1.0,false,
Los Gatos,12,4/27/24 3:16 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,9,4/27/24 3:34 PM,"Mortadella And Genoa Panini, With Butter",,Open Food,0.00,0.00,1.0,false,
Los Gatos,13,4/27/24 3:50 PM,Half No Burrata,,Prosciutto Bruschetta,0.00,0.00,1.0,false,
Los Gatos,15,4/27/24 4:40 PM,Side Of Garlic Chili,,Caprese Panini,0.00,0.00,1.0,false,
Los Gatos,16,4/27/24 4:48 PM,Pair With Meatballs,,Half Riva Leone Barbera,0.00,0.00,1.0,false,
Los Gatos,21,4/27/24 5:28 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,25,4/27/24 6:00 PM,Primitivo,,Open On Prem Wine,0.00,0.00,1.0,false,
Los Gatos,28,4/27/24 6:08 PM,Gluten Free Bread,GF Bread,Funghi,0.00,5.00,1.0,false,
Los Gatos,21,4/27/24 6:15 PM,Add Shrimp ,Insalate Options,Tonno Insalate,0.00,12.00,1.0,false,
Los Gatos,29,4/27/24 6:18 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,29,4/27/24 6:18 PM,Normal And Bf Bread,,DiStefano Burrata,0.00,4.00,1.0,false,
Los Gatos,31,4/27/24 6:31 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,26,4/27/24 6:38 PM,Add Two Meatballs,Pasta Options,Carbonara,0.00,12.00,1.0,false,
Los Gatos,28,4/27/24 6:51 PM,Gluten Free Bread,GF Bread,Renata,0.00,5.00,1.0,false,
Los Gatos,36,4/27/24 6:53 PM,Add Chicken Well Done,,Caesar,0.00,0.00,1.0,false,
Los Gatos,35,4/27/24 6:56 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,38,4/27/24 7:01 PM,Add One Meatball,Pasta Options,Kids Pasta,0.00,7.00,1.0,false,
Los Gatos,28,4/27/24 7:13 PM,Gluten Free Bread,GF Bread,Renata,0.00,5.00,1.0,false,
Los Gatos,38,4/27/24 7:17 PM,Make 4,Crostini Mods,Renata,0.00,4.00,1.0,false,
Los Gatos,38,4/27/24 7:17 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,42,4/27/24 7:30 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,42,4/27/24 7:30 PM,Glutten Free,,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,46,4/27/24 8:10 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,6,4/28/24 1:09 PM,Add Red Sauce,Pasta Options,Kids Pasta,0.00,2.00,1.0,true,Server Error
Los Gatos,7,4/28/24 2:20 PM,Add Salame,Insalate Options,Caesar,0.00,3.00,1.0,false,
Los Gatos,9,4/28/24 2:28 PM,Add Salmon,Insalate Options,Caesar,0.00,14.00,1.0,false,
Los Gatos,4,4/29/24 12:26 PM,Add Salmon,Insalate Options,Caesar,0.00,14.00,1.0,false,
Los Gatos,4,4/29/24 12:26 PM,Add Salmon,Insalate Options,Caesar,0.00,14.00,1.0,false,
Los Gatos,7,4/29/24 12:44 PM,Add One Meatball,Pasta Options,Spaghetti Marinara,0.00,7.00,1.0,false,
Los Gatos,7,4/29/24 12:44 PM,No Cheese,Pasta Options,Spaghetti Marinara,0.00,0.00,1.0,false,
Los Gatos,3,4/29/24 1:03 PM,DO NOT MAKE,SFIZI Mods,3 Olive Sampler,0.00,0.00,1.0,false,
Los Gatos,12,4/29/24 2:14 PM,No Bread Crumbs,Aglio E Olio Options,Aglio e Olio,0.00,0.00,1.0,false,
Los Gatos,12,4/29/24 2:14 PM,Add Sliced Tomatoes,,Aglio e Olio,0.00,0.00,1.0,false,
Los Gatos,14,4/29/24 2:52 PM,Xtra Dressing,,Caesar,0.00,0.00,1.0,false,
Los Gatos,21,4/29/24 4:48 PM,All Cheese,,Ricchezza (Picollo),0.00,0.00,1.0,false,
Los Gatos,29,4/29/24 6:22 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,1,4/30/24 12:04 PM,Add Salmon,Insalate Options,Caesar,0.00,14.00,1.0,false,
Los Gatos,5,4/30/24 12:33 PM,Cut in 3,Panini Mods,Arthur Ave,0.00,0.00,1.0,false,
Los Gatos,8,4/30/24 1:28 PM,Add Shrimp ,Insalate Options,Caesar,0.00,12.00,1.0,false,
Los Gatos,11,4/30/24 1:55 PM,On Board But Wrapped 4cheese 2 Meat,,Ricchezza (Picollo),0.00,0.00,1.0,false,
Los Gatos,13,4/30/24 2:34 PM,Add Chicken,Insalate Options,Gorgonzola Salad,0.00,9.00,1.0,false,
Los Gatos,21,4/30/24 4:40 PM,Add Tomatoes,,DD DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,26,4/30/24 6:00 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,29,4/30/24 6:24 PM,No Salt,,Salmon,0.00,0.00,1.0,false,
Los Gatos,31,4/30/24 6:34 PM,Xtra Vegies,,Salmon,0.00,0.00,1.0,false,
Los Gatos,39,4/30/24 6:51 PM,Cut 5,,Prosciutto Bruschetta,0.00,0.00,1.0,false,
Los Gatos,39,4/30/24 6:51 PM,Cut 5,,Classic Bruschetta,0.00,0.00,1.0,false,
Los Gatos,39,4/30/24 7:05 PM,Cut 5,,Prosciutto Bruschetta,0.00,0.00,1.0,false,
Los Gatos,39,4/30/24 7:05 PM,Cut 5,,Classic Bruschetta,0.00,0.00,1.0,false,
Los Gatos,36,4/30/24 7:15 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,10.00,2.0,false,
Los Gatos,36,4/30/24 7:16 PM,Add One Meatball,Pasta Options,Carbonara,0.00,28.00,4.0,false,
Los Gatos,36,4/30/24 7:21 PM,Add Roma Tomatoes,Burrata Options,DiStefano Burrata,0.00,5.00,1.0,false,
Los Gatos,39,4/30/24 7:37 PM,Add Shrimp ,Insalate Options,Gorgonzola Salad,0.00,12.00,1.0,false,
Los Gatos,39,4/30/24 7:37 PM,Add Chicken,Insalate Options,Mista,0.00,9.00,1.0,false,
Los Gatos,39,4/30/24 7:37 PM,On The Mista,,Herb Chicken,0.00,0.00,1.0,false,
Los Gatos,39,4/30/24 7:37 PM,Add One Meatball,Pasta Options,Aglio e Olio,0.00,7.00,1.0,false,
Los Gatos,39,4/30/24 7:37 PM,Add Mozzerella,Options,Meatballs,0.00,3.00,1.0,false,
