Item ID,GUID,Name,Number,Imported ID,Base Price,Created Date,Archived,Modifier
400000000124904989,1ba5baa2-197c-43b9-b995-35cf9228ecdc,No Rosemary,400000000124904992,,0.00,11/20/2018,No,No
400000003971866367,1bea5883-18bf-4f80-ba8c-0591bbe20687,Sale 20%,400000003971866370,,19.20,2/3/2020,No,No
400000004396971750,1c0a9b55-896f-4a7e-baac-3a0261431d77,WC,400000004396971753,,16.00,3/2/2020,No,No
400000001995288764,1c1a0c14-c148-4232-b554-099218263d6e,Sale,400000001995288767,,25.60,8/2/2019,No,No
400000002843293805,1cae1b58-73b1-438e-90e9-df069752fd1b,Top Shelf Sale,400000002843293808,,38.00,10/23/2019,No,No
400000001121268748,1cae7e7d-2764-4c7d-bd59-2a81782c50ef,6+,400000001121269251,,22.00,5/5/2019,No,No
400000001121275568,1cbc2105-6c3d-4376-95c4-408042bf9316,6+,400000001121275571,,23.00,5/5/2019,No,No
400000003250836551,1cbc91f5-b029-4dd5-b3e7-3e3861d74601,Regular,400000003250836554,,22.00,12/2/2019,No,No
400000002078317606,1cbe4cb3-acef-471d-add8-1e7a0d98c01f,Regular,400000002078317609,,16.00,8/9/2019,No,No
400000004460602081,1ccdc743-861f-4994-9cf4-e93d50632d7b,Sale,400000004460602084,,18.70,3/6/2020,No,No
400000002397907899,1d12e0bb-c913-4bc9-8505-209367ab94e7,Regular,400000002397908352,,35.00,9/9/2019,No,No
400000004461211220,1d3eb54f-3284-4c1d-9712-407fd3728588,Sale,400000004461211223,,15.30,3/6/2020,No,No
400000003630034419,1d8d8b4f-dace-4f6a-8d77-e492aaa58504,WC,400000003630034422,,24.00,1/6/2020,No,No
400000001394102544,1dd2c23e-9d05-445f-a0d0-0c95d3c1d874,6+,400000001394102547,,25.00,6/3/2019,No,No
400000000124943463,1e21cde6-5a80-44f6-b9c9-c525af7ddf1c,No Provolone,400000000124943466,,0.00,11/20/2018,No,No
400000000892119837,1e6998ff-3cbe-4264-8f27-168fe0681167,sale,400000000892119840,,38.00,4/10/2019,No,No
400000000877680068,1e70653c-5495-4f1c-9aa1-0a27a620f12e,RET,400000000877680071,,20.00,4/8/2019,No,No
400000002397879898,1e73d6b3-84e3-4a3e-84f7-e8ea12477d9e,Regular,400000002397881101,,22.00,9/9/2019,No,No
400000000124878305,1e97efeb-33ca-4ba4-a5c1-42c8fb24b492,No Dried Currants,400000000124878308,,0.00,11/20/2018,No,No
400000000270415014,1ebb4ea5-753f-4c94-ab09-ccb8e246711b,1/4 lb.,400000000270415017,,4.73,1/3/2019,No,No
400000001394020694,1ec923ef-8433-48ce-aa5b-930baca1134e,WC,400000001394020697,,16.00,6/3/2019,No,No
400000000829451955,1f0eb3b3-5372-47c4-bcf4-aac064f3e1b7,6/+,400000000829451958,,22.96,4/3/2019,No,No
400000000892097824,1f68eea3-c474-461d-a1e2-9fd37f37cd6d,Normal,400000000892097827,,45.00,4/10/2019,No,No
